2021-09-09 00:01:11,secbird1,url,https://www.aoeecsmc.aovmeo.com/,#phishing,https://twitter.com/secbird1/status/1435755126480773122
2021-09-09 00:01:11,secbird1,ip,155.235.250.218,#phishing,https://twitter.com/secbird1/status/1435755126480773122
2021-09-09 00:08:08,KesaGataMe0,url,https://www.etc-meisai.jp.wwuh0e.cn,#phishing,https://twitter.com/KesaGataMe0/status/1435756874641543173
2021-09-09 00:08:08,KesaGataMe0,url,https://www.etc-meisai.jp.x9g4j8.cn,#phishing,https://twitter.com/KesaGataMe0/status/1435756874641543173
2021-09-09 00:08:08,KesaGataMe0,ip,45.86.65.236,#phishing,https://twitter.com/KesaGataMe0/status/1435756874641543173
2021-09-09 00:08:12,phishunt_io,url,https://microsoft.login-hmshost.com/,#phishing #scam,https://twitter.com/phishunt_io/status/1435756891821465602
2021-09-09 00:08:12,phishunt_io,ip,18.156.191.105,#phishing #scam,https://twitter.com/phishunt_io/status/1435756891821465602
2021-09-09 00:08:59,ecarlesi,url,https://tipssaludables.com/adlinkfly-v-6.4.0.zip,#phishing,https://twitter.com/ecarlesi/status/1435757088400199681
2021-09-09 00:09:03,MalwarePatrol,url,https://ironfitnesscti.com.br/payment/latest/office365a/,#phishing,https://twitter.com/MalwarePatrol/status/1435757102895620097
2021-09-09 00:09:08,ecarlesi,url,http://verleng-2021b.site/,#phishing,https://twitter.com/ecarlesi/status/1435757126102757377
2021-09-09 00:09:20,KesaGataMe0,url,https://www.yodobashi.com.zs07bp.cn,#phishing,https://twitter.com/KesaGataMe0/status/1435757177113776133
2021-09-09 00:10:31,ecarlesi,url,http://verleng-2021b.site/abn/,#phishing,https://twitter.com/ecarlesi/status/1435757472296415234
2021-09-09 00:10:43,ecarlesi,url,http://verleng-2021a.site/,#phishing,https://twitter.com/ecarlesi/status/1435757523529879555
2021-09-09 00:11:07,KesaGataMe0,url,https://oarder-myjcp-cc-jp.cchphn.bar,#phishing,https://twitter.com/KesaGataMe0/status/1435757626797617157
2021-09-09 00:11:07,KesaGataMe0,url,https://oarder-myjcp-cc-jp.eey723.top,#phishing,https://twitter.com/KesaGataMe0/status/1435757626797617157
2021-09-09 00:11:07,KesaGataMe0,url,https://oarder-myjcp-cc-jp.bccxhl.bar,#phishing,https://twitter.com/KesaGataMe0/status/1435757626797617157
2021-09-09 00:11:07,KesaGataMe0,url,https://oarder-myjcp-cc-jp.eey858.top,#phishing,https://twitter.com/KesaGataMe0/status/1435757626797617157
2021-09-09 00:11:07,KesaGataMe0,ip,72.44.73.82,#phishing,https://twitter.com/KesaGataMe0/status/1435757626797617157
2021-09-09 00:11:38,ecarlesi,url,http://verleng-2021b.site/asn/,#phishing,https://twitter.com/ecarlesi/status/1435757755361423360
2021-09-09 00:12:16,ecarlesi,url,http://verleng-2021a.site/abn/,#phishing,https://twitter.com/ecarlesi/status/1435757914690572291
2021-09-09 00:12:44,ecarlesi,url,http://verleng-2021b.site/ing/,#phishing,https://twitter.com/ecarlesi/status/1435758031896203265
2021-09-09 00:13:23,ecarlesi,url,http://verleng-2021a.site/asn/,#phishing,https://twitter.com/ecarlesi/status/1435758194761117696
2021-09-09 00:14:58,ecarlesi,url,http://verleng-2021a.site/ing/,#phishing,https://twitter.com/ecarlesi/status/1435758591936507904
2021-09-09 00:15:04,ecarlesi,url,http://verleng-2021b.site/rabo/,#phishing,https://twitter.com/ecarlesi/status/1435758618415075329
2021-09-09 00:16:05,ecarlesi,url,http://verleng-2021a.site/rabo/,#phishing,https://twitter.com/ecarlesi/status/1435758873877618701
2021-09-09 00:16:51,Max_Mal_,domain,macuwuf.com,#CobaltStrike,https://twitter.com/Max_Mal_/status/1435759069046919186
2021-09-09 00:16:51,Max_Mal_,domain,joxinu.com,#CobaltStrike,https://twitter.com/Max_Mal_/status/1435759069046919186
2021-09-09 00:16:51,Max_Mal_,domain,dodefoh.com,#CobaltStrike,https://twitter.com/Max_Mal_/status/1435759069046919186
2021-09-09 00:16:51,Max_Mal_,domain,crt.sectigo.com,#CobaltStrike,https://twitter.com/Max_Mal_/status/1435759069046919186
2021-09-09 00:16:53,ecarlesi,url,http://verleng-2021b.site/regio/,#phishing,https://twitter.com/ecarlesi/status/1435759074986049543
2021-09-09 00:18:00,ecarlesi,url,http://verleng-2021b.site/sns/,#phishing,https://twitter.com/ecarlesi/status/1435759359083040770
2021-09-09 00:18:02,ecarlesi,url,http://verleng-2021a.site/regio/,#phishing,https://twitter.com/ecarlesi/status/1435759365647216652
2021-09-09 00:19:07,ecarlesi,url,http://weightmanagementthailand.com/,#phishing,https://twitter.com/ecarlesi/status/1435759639811936257
2021-09-09 00:19:13,ecarlesi,url,http://verleng-2021a.site/sns/,#phishing,https://twitter.com/ecarlesi/status/1435759661278547971
2021-09-09 00:19:35,ecarlesi,url,http://verleng-2021b.site/vgz.html,#phishing,https://twitter.com/ecarlesi/status/1435759753435701248
2021-09-09 00:20:32,KesaGataMe0,url,https://smbc.co.ip.isguui.shop,#phishing,https://twitter.com/KesaGataMe0/status/1435759993542766595
2021-09-09 00:20:32,KesaGataMe0,url,https://smbc.co.ip.uvokvd.shop,#phishing,https://twitter.com/KesaGataMe0/status/1435759993542766595
2021-09-09 00:20:32,KesaGataMe0,url,https://smbc.co.ip.stsfu667788.top,#phishing,https://twitter.com/KesaGataMe0/status/1435759993542766595
2021-09-09 00:20:32,KesaGataMe0,ip,155.94.128.55,#phishing,https://twitter.com/KesaGataMe0/status/1435759993542766595
2021-09-09 00:21:22,ecarlesi,url,http://verleng-2021a.site/vgz.html,#phishing,https://twitter.com/ecarlesi/status/1435760204260515845
2021-09-09 00:22:33,romonlyht,url,https://srnbc-card.com.li163.top/,#phishing,https://twitter.com/romonlyht/status/1435760501179355137
2021-09-09 00:22:33,romonlyht,url,https://srnbc-card.com.li163.top/smbc/smbcupdatebill.php,#phishing,https://twitter.com/romonlyht/status/1435760501179355137
2021-09-09 00:22:33,romonlyht,ip,180.215.24.92,#phishing,https://twitter.com/romonlyht/status/1435760501179355137
2021-09-09 00:22:33,romonlyht,ip,180.215.22.227,#phishing,https://twitter.com/romonlyht/status/1435760501179355137
2021-09-09 00:23:01,ShadowChasing1,ip,178.62.247.185,,https://twitter.com/ShadowChasing1/status/1435760617936195590
2021-09-09 00:23:01,ShadowChasing1,md5,a02cfacbf32e9ff66464de27faa58543,,https://twitter.com/ShadowChasing1/status/1435760617936195590
2021-09-09 00:23:21,romonlyht,url,https://srnbc-card.com.vio604.top/,#phishing,https://twitter.com/romonlyht/status/1435760703059607555
2021-09-09 00:23:21,romonlyht,url,https://srnbc-card.com.vio604.top/smbc/smbcupdatebill.php,#phishing,https://twitter.com/romonlyht/status/1435760703059607555
2021-09-09 00:23:21,romonlyht,ip,180.215.24.76,#phishing,https://twitter.com/romonlyht/status/1435760703059607555
2021-09-09 00:25:30,romonlyht,url,https://smbc.co.ip.isguui.shop/,#phishing,https://twitter.com/romonlyht/status/1435761246276521984
2021-09-09 00:25:30,romonlyht,ip,173.82.235.174,#phishing,https://twitter.com/romonlyht/status/1435761246276521984
2021-09-09 00:26:17,romonlyht,url,https://srnbc-card.com.u56789.top/,#phishing,https://twitter.com/romonlyht/status/1435761440263081984
